pcie	implication	dll link active reporting this may be reported by a pcie compliance
pcie	implication	request the link partner may set a correctable error status bit which
pcie	implication	tlp request the link partner may set a correctable error status bit
pcie	implication	expected speed intel has not observed this erratum with any commercially available
pcie	implication	lower than expected speed intel has not observed this erratum with any
pcie	implication	erratum the pcie ports do not support dll link active reporting this
pcie	implication	observed any functional failures due to this erratum with any commercially available
pcie	implication	partner may set a correctable error status bit which has no functional
pcie	implication	do not support dll link active reporting this may be reported by
pcie	implication	erratum the pcie root port may not initiate a link speed change
pcie	implication	a lower than expected speed intel has not observed this erratum with
pcie	implication	the pcie specification intel has not observed any functional failures due to
pcie	implication	support dll link active reporting this may be reported by a pcie
pcie	implication	link partner may set a correctable error status bit which has no
pcie	implication	link speed change during some hardware scenarios causing the pcie link to
pcie	implication	speed intel has not observed this erratum with any commercially available platform
pcie	implication	root port may not initiate a link speed change during some hardware
pcie	implication	after completing the recovery event the pcie link partner will replay the
pcie	implication	during some hardware scenarios causing the pcie link to operate at a
pcie	implication	pcie link to operate at a lower than expected speed intel has
pcie	implication	due to this erratum the pcie ports do not support dll link
pcie	implication	any functional failures due to this erratum with any commercially available pcie
pcie	implication	causing the pcie link to operate at a lower than expected speed
pcie	implication	initiate a link speed change during some hardware scenarios causing the pcie
pcie	implication	completing the recovery event the pcie link partner will replay the tlp
pcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratum
pcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratumpcie	workaround	A bios code change has been identified and may be implemented as a workaround for this erratum
gp	implication	an incorrect error code may be pushed onto the stack intel has
gp	implication	code may be pushed onto the stack intel has not observed this
gp	implication	incorrect error code may be pushed onto the stack intel has not
gp	implication	be pushed onto the stack intel has not observed this erratum with
gp	implication	onto the stack intel has not observed this erratum with any commercially
gp	implication	stack intel has not observed this erratum with any commercially available software
gp	implication	may be pushed onto the stack intel has not observed this erratum
gp	implication	error code may be pushed onto the stack intel has not observed
gp	implication	pushed onto the stack intel has not observed this erratum with any
gp	implication	the stack intel has not observed this erratum with any commercially available
gp	implication	fault intel has not observed this erratum with any commercially available software
gp	implication	may observe a gp fault being serviced before higher priority interrupts and
gp	implication	a busy tss may get invalid tss fault instead of a gp
gp	implication	set when attempting to execute a mov on debug registers in v86
gp	implication	the gd bit set when attempting to execute a mov on debug
gp	implication	to execute a mov on debug registers in v86 mode a debug
gp	implication	tss fault instead of a gp fault intel has not observed this
gp	implication	execute a mov on debug registers in v86 mode a debug exception
gp	implication	get invalid tss fault instead of a gp fault intel has not
gp	implication	a gp fault intel has not observed this erratum with any commercially
gp	implication	busy tss may get invalid tss fault instead of a gp fault
gp	implication	access a busy tss may get invalid tss fault instead of a
gp	implication	observe a gp fault being serviced before higher priority interrupts and exceptions
gp	implication	systems that access a busy tss may get invalid tss fault instead
gp	implication	operating systems may observe a gp fault being serviced before higher priority
gp	implication	bit set when attempting to execute a mov on debug registers in
gp	implication	that access a busy tss may get invalid tss fault instead of
gp	implication	tss may get invalid tss fault instead of a gp fault intel
gp	implication	fault instead of a gp fault intel has not observed this erratum
gp	implication	instead of a gp fault intel has not observed this erratum with
gp	implication	attempting to execute a mov on debug registers in v86 mode a
gp	implication	of a gp fault intel has not observed this erratum with any
gp	implication	invalid tss fault instead of a gp fault intel has not observed
gp	implication	may get invalid tss fault instead of a gp fault intel has
gp	implication	systems may observe a gp fault being serviced before higher priority interrupts
gp	implication	gp fault intel has not observed this erratum with any commercially available
gp	implication	gd bit set when attempting to execute a mov on debug registers
gp	implication	when attempting to execute a mov on debug registers in v86 mode
gp	implication	operation systems that access a busy tss may get invalid tss fault
gp	implication	software restoring these msrs from saved values are subject to this erratum
gp	implication	a gp fault being serviced before higher priority interrupts and exceptions intel
gp	implication	debug registers in v86 mode a debug exception will be generated instead
gp	implication	a debug exception will be generated instead of the expected general protection
gp	implication	interrupts and exceptions intel has not observed this erratum on any commercially
gp	implication	62 61 contain in_tsx and tsx_abort information respectively software restoring these msrs
gp	implication	and exceptions intel has not observed this erratum on any commercially available
gp	implication	from msr_lastbranch_x_from_ip is unaffected by this erratum bits 62 61 contain in_tsx
gp	implication	fault being serviced before higher priority interrupts and exceptions intel has not
gp	implication	gp fault being serviced before higher priority interrupts and exceptions intel has
gp	implication	msr_lastbranch_x_from_ip is unaffected by this erratum bits 62 61 contain in_tsx and
gp	implication	priority interrupts and exceptions intel has not observed this erratum on any
gp	implication	is unaffected by this erratum bits 62 61 contain in_tsx and tsx_abort
gp	implication	unaffected by this erratum bits 62 61 contain in_tsx and tsx_abort information
gp	implication	in_tsx and tsx_abort information respectively software restoring these msrs from saved values
gp	implication	by this erratum bits 62 61 contain in_tsx and tsx_abort information respectively
gp	implication	mode a debug exception will be generated instead of the expected general
gp	implication	being serviced before higher priority interrupts and exceptions intel has not observed
gp	implication	debug exception will be generated instead of the expected general protection fault
gp	implication	erratum bits 62 61 contain in_tsx and tsx_abort information respectively software restoring
gp	implication	bits 62 61 contain in_tsx and tsx_abort information respectively software restoring these
gp	implication	higher priority interrupts and exceptions intel has not observed this erratum on
gp	implication	on debug registers in v86 mode a debug exception will be generated
gp	implication	registers in v86 mode a debug exception will be generated instead of
gp	implication	tsx_abort information respectively software restoring these msrs from saved values are subject
gp	implication	a mov on debug registers in v86 mode a debug exception will
gp	implication	before higher priority interrupts and exceptions intel has not observed this erratum
gp	implication	serviced before higher priority interrupts and exceptions intel has not observed this
gp	implication	61 contain in_tsx and tsx_abort information respectively software restoring these msrs from
gp	implication	exceptions intel has not observed this erratum on any commercially available software
gp	implication	information respectively software restoring these msrs from saved values are subject to
gp	implication	and tsx_abort information respectively software restoring these msrs from saved values are
gp	implication	v86 mode a debug exception will be generated instead of the expected
gp	implication	read from msr_lastbranch_x_from_ip is unaffected by this erratum bits 62 61 contain
gp	implication	in v86 mode a debug exception will be generated instead of the
gp	implication	contain in_tsx and tsx_abort information respectively software restoring these msrs from saved
gp	implication	the value read from msr_lastbranch_x_from_ip is unaffected by this erratum bits 62
gp	implication	this erratum bits 62 61 contain in_tsx and tsx_abort information respectively software
gp	implication	mov on debug registers in v86 mode a debug exception will be
gp	implication	respectively software restoring these msrs from saved values are subject to this
gp	implication	value read from msr_lastbranch_x_from_ip is unaffected by this erratum bits 62 61
gp	implication	fault instructions of greater than 15 bytes in length can only occur
gp	implication	in lieu of a gp fault instructions of greater than 15 bytes
gp	implication	15 bytes in length can only occur if redundant prefixes are placed
gp	implication	occurring before or in lieu of a gp fault instructions of greater
gp	implication	may observe a lower priority fault occurring before or in lieu of
gp	implication	a gp fault instructions of greater than 15 bytes in length can
gp	implication	priority fault occurring before or in lieu of a gp fault instructions
gp	implication	fault occurring before or in lieu of a gp fault instructions of
gp	implication	lieu of a gp fault instructions of greater than 15 bytes in
gp	implication	bytes in length can only occur if redundant prefixes are placed before
gp	implication	software may observe a lower priority fault occurring before or in lieu
gp	implication	observe a lower priority fault occurring before or in lieu of a
gp	implication	of greater than 15 bytes in length can only occur if redundant
gp	implication	before or in lieu of a gp fault instructions of greater than
gp	implication	than 15 bytes in length can only occur if redundant prefixes are
gp	implication	lower priority fault occurring before or in lieu of a gp fault
gp	implication	of a gp fault instructions of greater than 15 bytes in length
gp	implication	gp fault instructions of greater than 15 bytes in length can only
gp	implication	length can only occur if redundant prefixes are placed before the instruction
gp	implication	greater than 15 bytes in length can only occur if redundant prefixes
gp	implication	instructions of greater than 15 bytes in length can only occur if
gp	implication	in length can only occur if redundant prefixes are placed before the
gp	implication	a lower priority fault occurring before or in lieu of a gp
gp	implication	or in lieu of a gp fault instructions of greater than 15
gp	implication	fpu tag word register may be incorrectly set to a 0x0000 value
gp	implication	met the x87 fpu tag word register may be incorrectly set to
gp	implication	multiple drivers concurrently accessing gpio registers may result in unpredictable system behavior
gp	implication	conditions are met the x87 fpu tag word register may be incorrectly
gp	implication	incorrectly set to a 0x0000 value when it should not have been
gp	implication	register may be incorrectly set to a 0x0000 value when it should
gp	implication	word register may be incorrectly set to a 0x0000 value when it
gp	implication	may be incorrectly set to a 0x0000 value when it should not
gp	implication	if the erratum conditions are met the x87 fpu tag word register
gp	implication	x87 fpu tag word register may be incorrectly set to a 0x0000
gp	implication	are met the x87 fpu tag word register may be incorrectly set
gp	implication	be incorrectly set to a 0x0000 value when it should not have
gp	implication	the x87 fpu tag word register may be incorrectly set to a
gp	implication	set to a 0x0000 value when it should not have been modified
gp	implication	erratum conditions are met the x87 fpu tag word register may be
gp	implication	tag word register may be incorrectly set to a 0x0000 value when
gp	implication	the erratum conditions are met the x87 fpu tag word register may
gp	implication	when concurrently enabling any one of lbr bts or btm with intel
gp	implication	with debug register protection enabled that is the gd bit set when
gp	implication	with debug register protection enabled i e the gd bit set when
gp	implication	occur when concurrently enabling any one of lbr bts or btm with
gp	implication	an unexpected gp may occur when concurrently enabling any one of lbr
gp	implication	e the gd bit set when attempting to execute a mov on
gp	implication	occur in 32 bit mode the system may not issue a gp
gp	implication	may occur when concurrently enabling any one of lbr bts or btm
gp	implication	register protection enabled that is the gd bit set when attempting to
gp	implication	i e the gd bit set when attempting to execute a mov
gp	implication	debug register protection enabled that is the gd bit set when attempting
gp	implication	is the gd bit set when attempting to execute a mov on
gp	implication	that is the gd bit set when attempting to execute a mov
gp	implication	memory accesses occur in 32 bit mode the system may not issue
gp	implication	gp may occur when concurrently enabling any one of lbr bts or
gp	implication	such memory accesses occur in 32 bit mode the system may not
gp	implication	accesses occur in 32 bit mode the system may not issue a
gp	implication	concurrently enabling any one of lbr bts or btm with intel pt
gp	implication	in 32 bit mode the system may not issue a gp fault
gp	implication	enabled i e the gd bit set when attempting to execute a
gp	implication	protection enabled i e the gd bit set when attempting to execute
gp	implication	protection enabled that is the gd bit set when attempting to execute
gp	implication	register protection enabled i e the gd bit set when attempting to
gp	implication	when such memory accesses occur in 32 bit mode the system may
gp	implication	unexpected gp may occur when concurrently enabling any one of lbr bts
gp	implication	debug register protection enabled i e the gd bit set when attempting
gp	implication	enabled that is the gd bit set when attempting to execute a
gp	workaround	debug exception handler should check that the exception did not occur in v86 mode before continuing if
gp	workaround	handler should check that the exception did not occur in v86 mode before continuing if the exception
gp	workaround	bit when they are in v86 mode the gd bit is generally set and used by debuggers
gp	workaround	continuing if the exception did occur in v86 mode the exception may be directed to the general
gp	workaround	debuggers the debug exception handler should check that the exception did not occur in v86 mode before
gp	workaround	v86 mode before continuing if the exception did occur in v86 mode the exception may be directed
gp	workaround	exception handler should check that the exception did not occur in v86 mode before continuing if the
gp	workaround	not occur in v86 mode before continuing if the exception did occur in v86 mode the exception
gp	workaround	is generally set and used by debuggers the debug exception handler should check that the exception did
gp	workaround	the debug exception handler should check that the exception did not occur in v86 mode before continuing
gp	workaround	before continuing if the exception did occur in v86 mode the exception may be directed to the
gp	workaround	in v86 mode before continuing if the exception did occur in v86 mode the exception may be
gp	workaround	the gd bit when they are in v86 mode the gd bit is generally set and used
gp	workaround	mode before continuing if the exception did occur in v86 mode the exception may be directed to
gp	workaround	in general operating systems do not set the gd bit when they are in v86 mode the
gp	workaround	set the gd bit when they are in v86 mode the gd bit is generally set and
gp	workaround	do not set the gd bit when they are in v86 mode the gd bit is generally
gp	workaround	exception did occur in v86 mode the exception may be directed to the general protection exception handler
gp	workaround	generally set and used by debuggers the debug exception handler should check that the exception did not
gp	workaround	they are in v86 mode the gd bit is generally set and used by debuggers the debug
gp	workaround	that the exception did not occur in v86 mode before continuing if the exception did occur in
gp	workaround	are in v86 mode the gd bit is generally set and used by debuggers the debug exception
gp	workaround	v86 mode the gd bit is generally set and used by debuggers the debug exception handler should
gp	workaround	mode the gd bit is generally set and used by debuggers the debug exception handler should check
gp	workaround	operating systems do not set the gd bit when they are in v86 mode the gd bit
gp	workaround	not set the gd bit when they are in v86 mode the gd bit is generally set
gp	workaround	the exception did occur in v86 mode the exception may be directed to the general protection exception
gp	workaround	the exception did not occur in v86 mode before continuing if the exception did occur in v86
gp	workaround	occur in v86 mode before continuing if the exception did occur in v86 mode the exception may
gp	workaround	the gd bit is generally set and used by debuggers the debug exception handler should check that
gp	workaround	if the exception did occur in v86 mode the exception may be directed to the general protection
gp	workaround	check that the exception did not occur in v86 mode before continuing if the exception did occur
gp	workaround	gd bit when they are in v86 mode the gd bit is generally set and used by
gp	workaround	in v86 mode the gd bit is generally set and used by debuggers the debug exception handler
gp	workaround	systems do not set the gd bit when they are in v86 mode the gd bit is
gp	workaround	and used by debuggers the debug exception handler should check that the exception did not occur in
gp	workaround	did not occur in v86 mode before continuing if the exception did occur in v86 mode the
gp	workaround	general operating systems do not set the gd bit when they are in v86 mode the gd
gp	workaround	by debuggers the debug exception handler should check that the exception did not occur in v86 mode
gp	workaround	exception did not occur in v86 mode before continuing if the exception did occur in v86 mode
gp	workaround	should check that the exception did not occur in v86 mode before continuing if the exception did
gp	workaround	used by debuggers the debug exception handler should check that the exception did not occur in v86
gp	workaround	when they are in v86 mode the gd bit is generally set and used by debuggers the
gp	workaround	gd bit is generally set and used by debuggers the debug exception handler should check that the
gp	workaround	bit is generally set and used by debuggers the debug exception handler should check that the exception
gp	workaround	set and used by debuggers the debug exception handler should check that the exception did not occur
gp	workaround	before writing msr_lastbranch_x_from_ip ensure the value being written has bit 47 replicated in bits 62 61 this
gp	workaround	being written has bit 47 replicated in bits 62 61 this is most easily accomplished by sign
gp	workaround	writing msr_lastbranch_x_from_ip ensure the value being written has bit 47 replicated in bits 62 61 this is
gp	workaround	bit 47 replicated in bits 62 61 this is most easily accomplished by sign extending from bit
gp	workaround	written has bit 47 replicated in bits 62 61 this is most easily accomplished by sign extending
gp	workaround	bits 62 61 this is most easily accomplished by sign extending from bit 47 to bits 62
gp	workaround	ensure the value being written has bit 47 replicated in bits 62 61 this is most easily
gp	workaround	msr_lastbranch_x_from_ip ensure the value being written has bit 47 replicated in bits 62 61 this is most
gp	workaround	replicated in bits 62 61 this is most easily accomplished by sign extending from bit 47 to
gp	workaround	the value being written has bit 47 replicated in bits 62 61 this is most easily accomplished
gp	workaround	in bits 62 61 this is most easily accomplished by sign extending from bit 47 to bits
gp	workaround	has bit 47 replicated in bits 62 61 this is most easily accomplished by sign extending from
gp	workaround	47 replicated in bits 62 61 this is most easily accomplished by sign extending from bit 47
gp	workaround	value being written has bit 47 replicated in bits 62 61 this is most easily accomplished by
gp	workaround	62 61 this is most easily accomplished by sign extending from bit 47 to bits 62 48
pebs	implication	record may be saved after an rsm instruction due to the associated
pebs	implication	instruction due to the associated performance counter detecting the monitored event during
pebs	implication	may be saved after an rsm instruction due to the associated performance
pebs	implication	the associated performance counter detecting the monitored event during smm even when
pebs	implication	an rsm instruction due to the associated performance counter detecting the monitored
pebs	implication	be saved after an rsm instruction due to the associated performance counter
pebs	implication	saved after an rsm instruction due to the associated performance counter detecting
pebs	implication	pebs record may be saved after an rsm instruction due to the
pebs	implication	counter detecting the monitored event during smm even when freeze_while_smm is set
pebs	implication	performance counter detecting the monitored event during smm even when freeze_while_smm is
pebs	implication	a pebs record may be saved after an rsm instruction due to
pebs	implication	associated performance counter detecting the monitored event during smm even when freeze_while_smm
pebs	implication	after an rsm instruction due to the associated performance counter detecting the
pebs	implication	due to the associated performance counter detecting the monitored event during smm
pebs	implication	to the associated performance counter detecting the monitored event during smm even
pebs	implication	rsm instruction due to the associated performance counter detecting the monitored event
pebs	implication	a code breakpoint on the instruction following the return from handling the
pebs	implication	this erratum when using low sav values the program may get incorrect
pebs	implication	erratum occurs a code breakpoint on the instruction following the return from
pebs	implication	according to the post transition ds debug store configuration these stores may
pebs	implication	the post transition ds debug store configuration these stores may be unexpected
pebs	implication	from handling the fault will not be detected this erratum only happens
pebs	implication	get incorrect pebs or pmi interrupts and or an invalid counter state
pebs	implication	generated after a vmx transition will store into memory according to the
pebs	implication	instruction following the return from handling the fault will not be detected
pebs	implication	post transition ds debug store configuration these stores may be unexpected if
pebs	implication	will not be detected this erratum only happens when the user does
pebs	implication	record generated after a vmx transition will store into memory according to
pebs	implication	following the return from handling the fault will not be detected this
pebs	implication	code breakpoint on the instruction following the return from handling the fault
pebs	implication	store into memory according to the post transition ds debug store configuration
pebs	implication	when this erratum occurs a code breakpoint on the instruction following the
pebs	implication	these stores may be unexpected if pebs is not enabled following the
pebs	implication	the return from handling the fault will not be detected this erratum
pebs	implication	a vmx transition will store into memory according to the post transition
pebs	implication	handling the fault will not be detected this erratum only happens when
pebs	implication	low sav values the program may get incorrect pebs or pmi interrupts
pebs	implication	this erratum only happens when the user does not prevent faults on
pebs	implication	transition will store into memory according to the post transition ds debug
pebs	implication	the fault will not be detected this erratum only happens when the
pebs	implication	stores may be unexpected if pebs is not enabled following the transition
pebs	implication	due to this erratum when using low sav values the program may
pebs	implication	transition ds debug store configuration these stores may be unexpected if pebs
pebs	implication	ds debug store configuration these stores may be unexpected if pebs is
pebs	implication	using low sav values the program may get incorrect pebs or pmi
pebs	implication	program may get incorrect pebs or pmi interrupts and or an invalid
pebs	implication	be detected this erratum only happens when the user does not prevent
pebs	implication	only happens when the user does not prevent faults on pebs or
pebs	implication	will store into memory according to the post transition ds debug store
pebs	implication	this erratum occurs a code breakpoint on the instruction following the return
pebs	implication	vmx transition will store into memory according to the post transition ds
pebs	implication	erratum only happens when the user does not prevent faults on pebs
pebs	implication	breakpoint on the instruction following the return from handling the fault will
pebs	implication	into memory according to the post transition ds debug store configuration these
pebs	implication	erratum when using low sav values the program may get incorrect pebs
pebs	implication	return from handling the fault will not be detected this erratum only
pebs	implication	to this erratum when using low sav values the program may get
pebs	implication	values the program may get incorrect pebs or pmi interrupts and or
pebs	implication	a pebs record generated after a vmx transition will store into memory
pebs	implication	pebs record generated after a vmx transition will store into memory according
pebs	implication	memory according to the post transition ds debug store configuration these stores
pebs	implication	after a vmx transition will store into memory according to the post
pebs	implication	the instruction following the return from handling the fault will not be
pebs	implication	occurs a code breakpoint on the instruction following the return from handling
pebs	implication	not be detected this erratum only happens when the user does not
pebs	implication	on the instruction following the return from handling the fault will not
pebs	implication	may get incorrect pebs or pmi interrupts and or an invalid counter
pebs	implication	debug store configuration these stores may be unexpected if pebs is not
pebs	implication	store configuration these stores may be unexpected if pebs is not enabled
pebs	implication	configuration these stores may be unexpected if pebs is not enabled following
pebs	implication	when using low sav values the program may get incorrect pebs or
pebs	implication	happens when the user does not prevent faults on pebs or bts
pebs	implication	detected this erratum only happens when the user does not prevent faults
pebs	implication	sav values the program may get incorrect pebs or pmi interrupts and
pebs	implication	the program may get incorrect pebs or pmi interrupts and or an
pebs	implication	to the post transition ds debug store configuration these stores may be
pebs	implication	fault will not be detected this erratum only happens when the user
pebs	implication	zero cs base is supported and cs base is changed intel has
pebs	implication	monitoring software using pebs may incorrectly attribute pebs events that occur on
pebs	implication	is changed intel has not observed this erratum to impact the operation
pebs	implication	and cs base is changed intel has not observed this erratum to
pebs	implication	when non zero cs base is supported and cs base is changed
pebs	implication	not observed this erratum to impact the operation of any commercially available
pebs	implication	has not observed this erratum to impact the operation of any commercially
pebs	implication	software using pebs may incorrectly attribute pebs events that occur on a
pebs	implication	storage of the pebs record being delayed by one instruction following execution
pebs	implication	instruction when non zero cs base is supported and cs base is
pebs	implication	execution of mov ss or sti the state information in the pebs
pebs	implication	cs base is supported and cs base is changed intel has not
pebs	implication	incorrectly attribute pebs events that occur on a jcc to the preceding
pebs	implication	performance monitoring software using pebs may incorrectly attribute pebs events that occur
pebs	implication	changed intel has not observed this erratum to impact the operation of
pebs	implication	one instruction following execution of mov ss or sti the state information
pebs	implication	the pebs record being delayed by one instruction following execution of mov
pebs	implication	following execution of mov ss or sti the state information in the
pebs	implication	pebs record being delayed by one instruction following execution of mov ss
pebs	implication	state information in the pebs record will also reflect the one instruction
pebs	implication	delayed by one instruction following execution of mov ss or sti the
pebs	implication	information in the pebs record will also reflect the one instruction delay
pebs	implication	supported and cs base is changed intel has not observed this erratum
pebs	implication	observed this erratum to impact the operation of any commercially available system
pebs	implication	is supported and cs base is changed intel has not observed this
pebs	implication	may incorrectly attribute pebs events that occur on a jcc to the
pebs	implication	incorrect instruction when non zero cs base is supported and cs base
pebs	implication	of the pebs record being delayed by one instruction following execution of
pebs	implication	intel has not observed this erratum to impact the operation of any
pebs	implication	occurs software may observe storage of the pebs record being delayed by
pebs	implication	mov ss or sti the state information in the pebs record will
pebs	implication	base is supported and cs base is changed intel has not observed
pebs	implication	or sti the state information in the pebs record will also reflect
pebs	implication	erratum occurs software may observe storage of the pebs record being delayed
pebs	implication	when this erratum occurs software may observe storage of the pebs record
pebs	implication	observe storage of the pebs record being delayed by one instruction following
pebs	implication	attribute pebs events that occur on a jcc to the preceding instruction
pebs	implication	sti the state information in the pebs record will also reflect the
pebs	implication	by one instruction following execution of mov ss or sti the state
pebs	implication	being delayed by one instruction following execution of mov ss or sti
pebs	implication	software may observe storage of the pebs record being delayed by one
pebs	implication	of mov ss or sti the state information in the pebs record
pebs	implication	instruction following execution of mov ss or sti the state information in
pebs	implication	ss or sti the state information in the pebs record will also
pebs	implication	may observe storage of the pebs record being delayed by one instruction
pebs	implication	base is changed intel has not observed this erratum to impact the
pebs	implication	non zero cs base is supported and cs base is changed intel
pebs	implication	this erratum occurs software may observe storage of the pebs record being
pebs	implication	cs base is changed intel has not observed this erratum to impact
pebs	implication	the state information in the pebs record will also reflect the one
pebs	implication	pebs may incorrectly attribute pebs events that occur on a jcc to
pebs	implication	using pebs may incorrectly attribute pebs events that occur on a jcc
pebs	implication	record being delayed by one instruction following execution of mov ss or
pebs	implication	instruction which caused the pebs event may identify the incorrect instruction when
pebs	implication	this erratum occurs performance monitoring software may not attribute the pebs events
pebs	implication	caused the pebs event may identify the incorrect instruction when non zero
pebs	implication	which caused the pebs event may identify the incorrect instruction when non
pebs	implication	identify the incorrect instruction when non zero cs base is supported and
pebs	implication	attempting to identify the instruction which caused the pebs event may identify
pebs	implication	the pebs event may identify the incorrect instruction when non zero cs
pebs	implication	may identify the incorrect instruction when non zero cs base is supported
pebs	implication	pebs event may identify the incorrect instruction when non zero cs base
pebs	implication	occurs performance monitoring software may not attribute the pebs events to the
pebs	implication	identify the instruction which caused the pebs event may identify the incorrect
pebs	implication	event may identify the incorrect instruction when non zero cs base is
pebs	implication	the incorrect instruction when non zero cs base is supported and cs
pebs	implication	performance monitoring software may not attribute the pebs events to the correct
pebs	implication	monitoring software may not attribute the pebs events to the correct instruction
pebs	implication	erratum occurs performance monitoring software may not attribute the pebs events to
pebs	implication	software attempting to identify the instruction which caused the pebs event may
pebs	implication	the instruction which caused the pebs event may identify the incorrect instruction
pebs	implication	when this erratum occurs performance monitoring software may not attribute the pebs
pebs	implication	to identify the instruction which caused the pebs event may identify the
pebs	implication	with the affected events stop incrementing and do not generate pebs records
pebs	implication	counters programmed with the affected events stop incrementing and do not generate
pebs	implication	due to this erratum the pebs buffer may not be updated by
pebs	implication	to this erratum the pebs buffer may not be updated by overflows
pebs	implication	programmed with the affected events stop incrementing and do not generate pebs
pebs	implication	erratum the pebs buffer may not be updated by overflows that occur
pebs	implication	the pebs buffer may not be updated by overflows that occur during
pebs	implication	this erratum the pebs buffer may not be updated by overflows that
pebs	implication	buffer may not be updated by overflows that occur during probe mode
pebs	implication	pebs buffer may not be updated by overflows that occur during probe
pebs	implication	performance monitor feature pdir may generate redundant pebs records for an overflow
pebs	implication	the performance monitor feature pdir may generate redundant pebs records for an
pebs	workaround	to contain a workaround for this erratum a software workaround is possible through disallowing pebs during vmx
pebs	workaround	a software workaround is possible through disallowing pebs during vmx non root operation and disabling pebs prior
pebs	workaround	it is possible for the bios to contain a workaround for this erratum a software workaround is
pebs	workaround	bios to contain a workaround for this erratum a software workaround is possible through disallowing pebs during
pebs	workaround	contain a workaround for this erratum a software workaround is possible through disallowing pebs during vmx non
pebs	workaround	erratum a software workaround is possible through disallowing pebs during vmx non root operation and disabling pebs
pebs	workaround	workaround for this erratum a software workaround is possible through disallowing pebs during vmx non root operation
