Core	Manufacturer	Chip	Details	Workaround	Failure
Cortex-A8	NXP		: When Neon performs a single byte load from Strongly Ordered or Device type memory with an access size of more than 8 bytes, the system AXI bus issues a burst access which is longer than 8 beats of a single byte. However, the M4IF is capable of supporting only access with a burst length of less than or equal to 8, as indicated in the i.MX51 Multimedia Applications Processor Reference Manual ( MCIMX51). The AXI bus access with burst length larger than 8 beat cannot complete. The results can be unpredictable and may lead to system hang. The MLEN bit indicates on an error, but it may not be possible to read it if the system hangs. Conditions for this issue: 1. A single byte Neon load is issued with more than 8 bytes access, for example: Vld1.8 {d0,d1,d2,d3}, [Rs]! 2. The source address is Strongly Ordered or Device memory type Projected ImpactJEEHEHRECONSTRUCT: The Neon access to memory region marked as Strongly Ordered or Device are not usually a practical case in general. Note that there are also other reported limitations for Neon access to Device type memory such as ENGcm10716.	: Several software solutions can be proposed for this issue: â¢ Use 8-bit Neon load with access size of less or equal to 8 bytes. For example: Vld1.8 {d0-d1}, [Rs]! This solution results in some performance degradation. â¢ Use 16 or 32-bit Neon load instructions instead. For example: Vst1.32 {d0 â d3}, [Rs]! The limitation of this proposal is that the source data address must be 16 or 32-bit aligned. â¢ Define the memory region as Normal Non-Cacheable type instead of Strongly Ordered or Device memory type. In this case, need to avoid potential memory consistence issues and perform Data Synchronization Barrier (DSB) before other DMA engine access the region for read, as the Write Buffer is enabled.	11205 before performing the maintenance operations is that this is the only way that the ARM v7 Architecture guarantees the line is not immediately placed back into the cache due to the possibility of data speculation. However, in Cortex-A8, this degree of data speculation is never done. Therefore, changing the memory type to non-cacheable before executing the cache maintenance operation is not required to assure that the line is not immediately placed back into the cache. However, if there is a code compatibility with other v7 implementations (that may exhibit this level of data speculation) is a concern, then this first workaround is insufficient, and the second workaround should be used. The second workaround is to execute the loop of cache maintenance operations twice. Execute the loop once with the memory region still marked cacheable. Then change the page table entry to make the memory region non-cacheable and execute the loop for a second time. The first loop cleans the data from the cache in the Cortex-A8. On the Cortex-A8, the second loop is redundant as it misses on all lines in the cache, but resolves the data speculation issue that can occur on a different v7 architecture implementation. The existing cache maintenance code in a dynamically paged environment can be dependent on the maintenance operation triggering a page fault to set the correct page table entry. The workaround code must independently ensure that the correct page table entry is present.
Cortex-A8	NXP		: There are two muxes which select a clock source for pll1_sw_clk (which is also the source for ARM clock). One of them is a regular mux (step select mux), and the other is a synchronous mux. The clock sources are selected by a single register (CCSR). If the pll1_sw_clk_sel bit is cleared (CCSR[2]) and the selection of the regular mux (CCSR[8:7]) is changed at the same time, then the regular mux is likely to switch first and can cause a glitch on pll1_sw_clk and hence on ARM clock and possibly other clocks as well. Due to above, the CCSR[8:7] bits may only be modified when step_clk is no longer selected. Therefore, CCSR[2] must be cleared in separate register access prior to changing CCSR[8:7]. DescriptionJEEHEHRECONSTRUCT: When the emi_int1 clock in the CCM_CCGR5 register is disabled, the transaction to the CCM passes through the INT1 channel of the EMI. However, the BRESP cannot be received by the ARM because the clocks are already turned off. This causes the system to hang. Projected ImpactJEEHEHRECONSTRUCT: None, if the proposed workaround is implemented. Projected ImpactJEEHEHRECONSTRUCT: None. User should refrain from disabling the EMI int1 clock.	: The CCSR[8:7] bits can be modified only when step_clk is no longer selected. The ARM clock source selection should be done in two accesses. The CCSR[2] must be cleared in separate register access prior to changing CCSR[8:7]. WorkaroundsJEEHEHRECONSTRUCT: None	11208 ENGcm11208 CCM: ARM clock source switch limitation
Cortex-A8	NXP		: The CSPI automatically clears the overrun error status bit when the RxFIFO is read. This bit should not be cleared. This bit is designed for the interrupt access mode, and not for the DMA access mode. The conditions are as follows: â¢ When the RO bit is cleared by an RxFIFO read, it does not cause a problem if no DMA accesses to the CSPI occur â¢ When DMA is utilized, the interrupt status of RO can be lost because of uncontrolled RxFIFO access by DMA DescriptionJEEHEHRECONSTRUCT: There is a synchronization mechanism at the DAP AHB access port (AHB-AP) between the clock domains connected at the SoC level (PCLKDBG and HCLK for dap_sys).The problem occurs in DAPAHBAp DapSync module when synchronizing AhbStateDbg HCLK to AhbStateSyncPCLK. This is a 3-bit bus and each bit is being sampled twice. This method does not ensure valid data on output bus. Projected ImpactJEEHEHRECONSTRUCT: If the RxFIFO is read before reading the Overrun error status bit, it is possible to miss the Overrun and thus miss the data. Projected ImpactJEEHEHRECONSTRUCT: Invalid data may appear on the output bus. The DapStateSync bus is also implemented in the same way and suffers from the same issue ZEffectZ: preventing reliable access of the IPs by DAP without CPU intervention.	: When DMA is used for data transfers, the software can program the CSPI to only allow the interrupt generation during the overrun condition and not enable any other interrupt sources. In this way, whenever an interrupt comes from CSPI, the software can assume that it is the result of an Overrun condition. WorkaroundsJEEHEHRECONSTRUCT: Ensure the core is in the active mode and the debug IPs are accessed through the core.	08209 ENGcm08209 CSPI: Incorrectly clears the overrun status bit
Cortex-A8	NXP		: Debug ROM address is defined wrong in DAP design (0x8000_0000 instead of 0x6000_0000). DescriptionJEEHEHRECONSTRUCT: Under certain conditions, the DPLL IP TOG_SEL bit is not cleared after the TOG_DIS bit is set. This issue is random in nature. Projected ImpactJEEHEHRECONSTRUCT: When RVI (the debugger) connects to the i.MX51 (the target), the scan chain can not automatically be built. Projected ImpactJEEHEHRECONSTRUCT: The proposed workaround resolves the issue.	: The scan chain must either be manually built or an external RVI script must be used. WorkaroundsJEEHEHRECONSTRUCT: A software delay for a fixed amount of time based on TOG_COUNT after the TOG_DIS bit is set.	09395 ENGcm09395 DAP: Debug ROM address in DAP design is incorrect
Cortex-A8	NXP		: When the SSB_POL is set to â1â the associated slave select does not automatically return to an inactive state after the data transaction is complete. NOTE This bug only applies to eCSPI modules and is not present in CSPI modules. The BGA signals CSPI1_MOSI, CSPI1_MISO, CSPI1_SSO, CSPI1_SS1, and CSPI1_RDY are not labeled correctly. The actual source for these signals is one of the on-chip eCSPI modules. DescriptionJEEHEHRECONSTRUCT: According to the eCSPI specifications, when eCSPI is set to operate in the Slave mode (CHANNEL_MODE[x] = 0), the SSB_CTRL[x] bit controls the behavior of burst completion. In the Slave mode, the SSB_CTRL bit controls the behavior of SPI burst completion as follows: â¢ 0âSPI burst completed when (BURST_LENGTH + 1) bits are received â¢ 1âSPI burst completed when SSB input negated Also, in BURST_LENGTH definition, it is stated âIn the Slave mode, this field takes effect in SPI transfer only when SSCTL is cleared.â However, the mode SSB_CTRL[x] = 1 is not functional in Slave mode. Currently, BURST_LENGTH always defines the burst length. According to the SPI protocol, negation of SSB always causes completion of the burst. However, due to the above issue, the data is not sampled correctly in RxFIFO when {BURST_LENGTH+1}mod32 is not equal to {actual burst length}mod32. Therefore, setting the BURST_LENGTH parameter to a value greater than the actual burst does not resolve the issue. Projected ImpactJEEHEHRECONSTRUCT: This issue produces an undesired behavior in the channels configured to SSB_POL = 1. The ports operate properly when SSB_POL = 0. Projected ImpactJEEHEHRECONSTRUCT: Slave mode with unspecified burst length cannot be supported due to this issue. The burst length should always be specified with the BURST_LENGTH parameter and the SSB_CTRL[x] should be set to zero.	: There are two workarounds, as follows: â¢ The software solution applies to channels configured as SSB_POL = 1. After the data transaction is complete, the SS signal must be reconfigured as a GPIO. The GPIO must be programmed to a low level. â¢ A hardware solution is to place an inverter on the SS signal and program SSB_POL = 0. WorkaroundsJEEHEHRECONSTRUCT: There is no workaround except for not using the SSB_CTRL[x] = 1 option in the Slave mode. The accurate burst length should always be specified using the BURST_LENGTH parameter.	09397 ENGcm09397 eCSPI: Slave select remains asserted after transfer is complete when the SSB POL = 1
Cortex-A8	NXP		: There is a problem in WARM_RESET during sleep mode. The WARM_RESET flow is as follows: 1. SRC recognize WARM_RESET case (for example, RESET_IN_B) 2. SRC issues dvfs_req to EMI12SPACEJEEHEH3. SRC wait to dvfs_ack 4. If after some time the acknowledge does not arrive a counter in SRC recognizes it and SRC issues a cold RESET. When in Sleep Mode, EMI does not get clocks and therefore results in the issue. DescriptionJEEHEHRECONSTRUCT: The exclusive accesses are used as a semaphore mechanism in the AXI protocol. The basic process of an exclusive access is as follows: 1. A master performs an exclusive read from an address location. 2. At some later time a master tries to complete the exclusive operation by performing an exclusive write to the same address location. 3. The exclusive write of a master is signaled as: â Successful, if no other master has written to that location between the read and write accesses. â Failed, if another master has written to that location between the read and write accesses. In this case the address location is not update. On some occasions the EMI fails to detect a write access to the location tagged by the exclusive read and does not report on failure at exclusive write. This is happens when the tagged location is accessed indirectly in the middle of a burst. For example, assume the following sequence: â¢ Master A tags address nn by performing exclusive read access â¢ Master B writes to address mm â¢ Master A tags performs exclusive write to address nn If address nn = mm, the exclusive tag is cleared (exclusive write is not successful) - as expected. If master B performs a burst with the first address of the burst is equal nn, the exclusive tag is also cleared as expected. However, if master B performs a burst where the first address of the burst is not nn, but during the burst it does cross address nn, the exclusive tag is not cleared (exclusive write succeeds) - not as expected. Projected ImpactJEEHEHRECONSTRUCT: Any reset arriving in sleep mode even if it is supposed to be a warm reset is treated as cold reset, for example resetting all EMI registers. DDR content is preserved even though a cold reset is issued because in Sleep mode the memory is already in self refresh. Projected ImpactJEEHEHRECONSTRUCT: In i.MX51 based systems, only the Cortex-A8 is capable generating exclusive access. The exclusive access of the core to non-shared memory locations are all handled internally within the Cortex-A8 (CA8) monitor and do not propagate to the EMI. The exclusive access based semaphore mechanism between the core and other masters in the system is not utilized in practice. In case this mechanism is still required, it can be successfully operated with non-burst access.	: None. WorkaroundsJEEHEHRECONSTRUCT: Exclusive access to EMI works only if the tagged address is accessed directly. The access detection mechanism fails if the tagged location is written by consecutive burst access. Chip Errata for the i.MX51, Rev. 5 Freescale Semiconductor 55	09421 ENGcm09421 EMI/SRC: Warm reset can not be issued in sleep mode
Cortex-A8	NXP		: 8-bit memory devices are supported by WEIM interface connecting only to one of the following three locations: â¢ EIM_DA[7:0] pads â¢ EIM_DA[15:8] pads â¢ EIM_D[31:24] pads Connection to the EIM_D[23:16] pads is not supported. This erratum clarifies the statement in the MCIMX51 Multimedia Applications Processor Reference Manual (MCIMX51RM) that only 16-bit and 32-bit memory devices are supported by the WEIM interface. Projected ImpactJEEHEHRECONSTRUCT: WEIM 8-bit memory devices are supported according to above description.	: None	09424 The issue can be avoided if the software constrains the regular write to the tagged location to use non-burst access or use and addresses corresponding to the first word in the burst.
Cortex-A8	NXP		: There is a possibility of an extra pulse on SCLK in the EPIT, when switching between the clock sources. DescriptionJEEHEHRECONSTRUCT: After application of write commands, tWR clocks are required between the last written data until the precharge command to same bank. In cases where there is also an access to bank x followed by a back-to-back write access to bank y, bank x does not accept a precharge command until the data write of the second access (to bank y) is completed. According to the JEDEC standard, the precharge command to bank x should only be held until it has finished its own data and tWR. Projected ImpactJEEHEHRECONSTRUCT: It can result in an incorrect counter increment in the EPIT. Projected ImpactJEEHEHRECONSTRUCT: Due to the bug, writes to a bank are influenced by data writes to other banks. This results in minor performance degradation. In a situation where two masters are accessing two different DDR banks and one of the masters performs a new access to a different row, a precharge sent to the first row must be performed before the master can access the new row. In that case the second master must finish its access before the precharge can be issued. This situation also can occur in the case of one master making multiple accesses one after another to two different rows. This produces a minor performance decrease, because the new access is waiting for a precharge command to be issued. Some precharge commands are delayed a few extra clocks. In cases where missed access to any of the banks occurred between the time of the last access and the access to the original bank there is no impact and this limitation does not occur.	: Clock source should be changed only when the EPIT is disabled. A way to accomplish the same is as follows: 1. Disable EPITâEPITCR[0] = 0 (EN = 0), that is, disable EPIT 2. Disable EPIT outputâEPITCR[23:22] = 00 (OM = 00) 3. Disable EPIT capture interruptâEPITCR[2] = 0 (OCIEN = 0) 4. Change clock sourceâEPITCR[25:24] (CLKSRC), determines which clock source is selected for running the counter 5. Clear status registerâEPITSR[0] (OCIF), this is a write one to clear register 6. Configure EPIT to start count once enabled from load valueâEPITCR[1] = 1 (ENMOD = 1) 7. Re-enable EPIT EPITCR[0] = 1 (EN = 1), that is, enable EPIT12SPACEJEEHEH8. Reconfigure output and interrupt WorkaroundsJEEHEHRECONSTRUCT: None required, as the performace degradation is approximately 0.1%.	04773 ENGcm04773 EPIT: Possibility of additional pulse on src_clk when switching between clock sources
Cortex-A8	NXP		: The Enhanced SDRAM General Purpose Register (ESDGPR register at address 0xBASE+0x1034) bits 19 through 31 do not return correct value on read. The write operation works according to the specification. DescriptionJEEHEHRECONSTRUCT: For slow CPU read polling with WML (Water Mark Level) as 1, excessive data can be read from the card due to the presence of a flop between the buffer and the system bus. This causes the read buffer to overrun and by this halting the data transfer at both the sides and hanging the operation. Projected ImpactJEEHEHRECONSTRUCT: No functional impact. Projected ImpactJEEHEHRECONSTRUCT: CPU polling reads when WML is set to 1 can not be supported.	: None. WorkaroundsJEEHEHRECONSTRUCT: Do not set WML to 1. The eSDHC does not allow WML as 1 for CPU polling reads. This scenario is unusual even for single access. A read when WML is set to 2 can still be split into two successive reads.	08971 ENGcm08971 eSDCTL: ESDGPR register bits 19 to 31 are not readable
Cortex-A8	NXP		: After stopping at a block gap during a write operation, when the transfer is resumed, the data transfer can not complete and the transfer complete status bit is not set. DescriptionJEEHEHRECONSTRUCT: When eSDHC attempts to stop the transmission by sending CMD12, the clock does not always stop even though the data transfer is aborted. Projected ImpactJEEHEHRECONSTRUCT: The eSDHC can not finish write operations after encountering a block gap stop. Projected ImpactJEEHEHRECONSTRUCT: The result is communication with the SD/MMC card is lost	: Do not use stop-at-block-gap during write operations. WorkaroundsJEEHEHRECONSTRUCT: After sending CMD12 to abort the data transfer, poll the card clock status to see if it is stopped. If it is stopped, write to the XFER_TYPE register to issue the CMD12 as normal, and make several accesses (write or read, depending on the current transfer direction) to the buffer until the clock is restored.	09111 ENGcm09111 eSDHC: Cannot finish a write operation after a block gap stop
Cortex-A8	NXP		: The eSDHC does not support infinite data transfers, if the Block Count register is set to one, even when block count enable is not set. DescriptionJEEHEHRECONSTRUCT: When HS-I2C is used with SDMA (for example with a camera sensor) along with a read/write to/from an SD card, the eSDHC does not appear to forward the interrupt event to the TZIC (Cortexâs interrupt controller). Projected ImpactJEEHEHRECONSTRUCT: The eSDHC does not support infinite Block Transfer Mode. There is no limitation for single block transfers (with Multi/Single Block Select set to zero, Block Count Enable set to zero, and Block Count set to one). Projected ImpactJEEHEHRECONSTRUCT: The software ISR is never signaled, and as a result the read/write to the SD card causes it to hang. NOTE This erratum only applies to the HS-I2C module and not to the two standard I2C modules.	: The following software workaround can be used instead of the infinite block mode: 1. Set BCEN bit to one and enable block count 2. Set the BLKCNT to the maximum value in Block Attributes Register (BLKATTR) (0xFFFF for 65535 blocks) WorkaroundsJEEHEHRECONSTRUCT: Do not use SDMA with the HS-I2C.	09107 ENGcm09107 eSDHC: Does not support Infinite Block Transfer Mode
Cortex-A8	NXP		: After DMA read operation, if hclk is automatically gated off, the DINT status can not be cleared by software. DescriptionJEEHEHRECONSTRUCT: Corrupted data is read if the buffer RAM is read until it is empty and the buffer register only contains one word. At this time, the buffer ready is still active when the Watermark level is 1 (RD_WML register bits is 1 or [{(BLK_SIZE + 3) Ã· 4}% RD_WML = 1). Projected ImpactJEEHEHRECONSTRUCT: Can not clear bit Projected ImpactJEEHEHRECONSTRUCT: Corrupted data is read from a buffer when the buffer RAM is read.	: Set HCKEN bit before starting DMA read operation, to disable hclk auto-gating feature; after the DINT and TC bit received when read operation is done, clear HCKEN bit to re-enable the hclk auto-gating feature. WorkaroundsJEEHEHRECONSTRUCT: Do not use RD_WML and [{(BLK_SIZE + 3) Ã· 4}% RD_WML = 1) configuration for read operations.	09403 ENGcm09403 eSDHC: Software can not clear DMA interrupt status bit after read operation
Cortex-A8	NXP		: A glitch may occur on the SDHC card clock when the software sets the RSTA bit (software reset) in the system control register. It can also be generated by setting the clock divider value. The glitch produced can cause the external card to switch to an unknown state. The occurrence is not deterministic. DescriptionJEEHEHRECONSTRUCT: A possible data corruption or incorrect bus transactions on the internal AHB bus, causing possible system corruption or a stall, can occur under the combination of the following conditions: 1. ADMA2 or ADMA1 type descriptor12SPACEJEEHEH2. TRANS descriptor with END flag 3. Data length is less than or equal to 4 bytes (the length field of the corresponding descriptor is set to 1, 2, 3, or 4) and the ADMA transfers one 32-bit word on the bus 4. Block Count Enable mode Projected ImpactJEEHEHRECONSTRUCT: Potential disruption of SD card operation. Projected ImpactJEEHEHRECONSTRUCT: Data corruption or incorrect bus transactions on the internal AHB bus, causing possible system corruption or a stall.	: A simple workaround is to disable the SD card clock before the software reset, and enable it when the module resumes the normal operation. The Host and the SD card are in a master-slave relationship. The Host provides clock and control transfer across the interface. Therefore, any existing operation is discarded when the Host controller is reset. The recommended flow is as follows: 1. Software disable bit[3] of the System Control register 2. Trigger software reset and/or set clock divider 3. Check bit[3] of the Present State Register for stable clock 4. Enable bit[3] of the System Control register. Using the above method, the eSDHC cannot send command or transfer data when there is a glitch in the clock line, and the glitch does not cause any issue. WorkaroundsJEEHEHRECONSTRUCT: The software should avoid setting ADMA type last descriptor (TRANS descriptor with END flag) to data length less than or equal to 4 bytes. In ADMA1 mode, if needed, a last NOP descriptor can be appended to the descriptors list. In ADMA2 mode this workaround is not feasible due to ENGcm11161.	10407 ENGcm10407 eSDHC: Glitch is generated on card clock with software reset or clock divider change
Cortex-A8	NXP		: Issue in eSDHC ADMA mode operation. The eSDHC read transfer is not completed when block size is not a multiple of 4 in transfer mode ADMA1 or ADMA2. The eSDHC DMA controller is stuck waiting for the TC bit in the interrupt status register. The following examples trigger this issue: 1. Working with an SD card while setting ADMA1 mode in the eSDHC 2. Performing partial block read12SPACEJEEHEH3. Writing one block of length 0x200 4. Reading two blocks of length 0x22 each. Reading from the address where the write operation is performed. Start address is 0x512 aligned. Watermark is set as one word during read. This read is performed using only one ADMA1 descriptor in which the total size of the transfer is programmed as 0x44 (2 blocks of 0x22). Projected ImpactJEEHEHRECONSTRUCT: The issue exists only when the block size is not a multiple of 4 in transfer mode ADMA1 or ADMA2.	: When the ADMA1 or ADMA2 mode is used and the block size is not a multiple of 4, the software should set the block size to: 4 block size â ------------ 4 In other words, the block size should be rounded to the next multiple of 4 bytes. In case of write, the software should add the corresponding number of bytes at each block end, before the write is initialized. In case of read, the software should remove the dummy bytes after the read is completed. For example, if the original block length is 22 bytes, and there are several blocks to transfer, the software should set the block size to 24. The following data is written/stored in the external memory: 4 Bytes valid data 4 Bytes valid data 4 Bytes valid data 4 Bytes valid data 4 Bytes valid data 2 Bytes valid data + 2 Byte dummy data 4 Bytes valid data 4 Bytes valid data 4 Bytes valid data 4 Bytes valid data 4 Bytes valid data 2 Bytes valid data + 2 Byte dummy data Chip Errata for the i.MX51, Rev. 5 70 Freescale Semiconductor11104 In this example, 48 (24 x 2) bytes are transferred instead of 44 bytes. The software should remove the dummy data. Alternatively, the PIO mode can be used if the block size is non-4 byte aligned.	11104 ENGcm11104 eSDHCv2: ADMA transfer error when the block size is not a multiple of four
Cortex-A8	NXP		: ADMA2 mode in the eSDHC is used for transfers to/from the SD card. There are three types of ADMA2 descriptors: TRANS, LINK or NOP. The eSDHC has a problem when the last descriptor (which has the End bit '1') is a LINK descriptor or a NOP descriptor. In this case, the eSDHC completes the transfers associated with this descriptor set, whereas it does not even start the transfers associated with the new data command. For example, if a WRITE transfer operation is performed on the card using ADMA2, and the last descriptor of the WRITE descriptor set is a LINK descriptor, then the WRITE is successfully finished. Now, if a READ transfer is programmed from the SD card using ADMA2, then this transfer does not go through. DescriptionJEEHEHRECONSTRUCT: An issue is identified when interfacing the SDIO card. There is a case where an SDIO interrupt from the card is not recognized by the hardware, resulting in a hang. If the SDIO card lowers the DAT1 line (which indicates an interrupt) when the SDIO interrupt is disabled in the eSDHC registers (that is, CINTEN bits in IRQSTATEN and IRQSIGEN are set to zero), then, after the SDIO interrupt is enabled (by setting the CINTEN bits in IRQSTATEN and IRQSIGEN registers), the eSDHC does not sense that the DAT1 line is low. Therefore, it fails to set the CINT interrupt in IRQSTAT even if DAT1 is low. Generally, CINTEN bit is disabled in interrupt service. The SDIO interrupt service steps are as follows: 1. Clear CINTEN bit in IRQSTATEN and IRQSIGEN. 2. Reset the interrupt factors in the SDIO card and write 1 to clear the CINT interrupt in IRQSTAT. 3. Re-enable CINTEN bit in IRQSTATEN and IRQSIGEN. If a new SDIO interrupt from the card occurs between step 2 and step 3, the eSDHC skips it. Projected ImpactJEEHEHRECONSTRUCT: Limitation for configuring the last descriptor as LINK or NOP. Projected ImpactJEEHEHRECONSTRUCT: The issue is relevant only for the SDIO card interrupt usage.	: Software workaround is to always program TRANS descriptor as the last descriptor. WorkaroundsJEEHEHRECONSTRUCT: The workaround interrupt service steps are as follows: 1. Clear CINTEN bit in IRQSTATEN and IRQSIGEN. 2. Reset the interrupt factors in the SDIO card and write 1 to clear CINT interrupt in IRQSTAT. 3. Clear and then set D3CD bit in the PROCTL register. Clearing D3CD bit sets the reverse signal of DAT1 to low, even if DAT1 is low. After D3CD bit is re-enabled, the eSDHC can catch the posedge of the reversed DAT1 signal, if the DAT1 line is still low. 4. Re-enable CINTEN bit in IRQSTATEN and IRQSIGEN.	11161 ENGcm11161 eSDHCv2: Problem when ADMA2 last descriptor is LINK or NOP
Cortex-A8	NXP		: ENGcm11403 eSDHCv2: Erroneous CMD CRC error and CMD Index error may occur on sending new CMD during data transfer When sending new, non data CMD during data transfer between the eSDHC and EMMC card, the module may return an erroneous CMD CRC error and CMD Index error. This occurs when the CMD response has arrived at the moment the FIFO clock is stopped. The following bits after the start bit of the response are wrongly interpreted as index, generating the CRC and Index errors. The data transfer itself is not impacted. The rate of occurrence of the issue is very small, as there is a need for the following combination of conditions to occur at the same cycle: â¢ The FIFO clock is stopped due to FIFO full or FIFO empty â¢ The CMD response start bit is received DescriptionJEEHEHRECONSTRUCT: The FEC only creates wrap burst accesses upon data access (non-buffer descriptor). The NFC under EMIv2 cannot handle such accesses from the MAX (M2) input port. Projected ImpactJEEHEHRECONSTRUCT: Sending new, non data CMD during data transfer between eSDHC and EMMC card may not succeed with indication on CRC and Index errors. Projected ImpactJEEHEHRECONSTRUCT: The FEC cannot use the NFC to access memory.	: The recommendation is to not set FIFO watermark level to a too small value in order to reduce frequency of clock pauses. The problem is identified by receiving the CMD CRC error and CMD Index error. Once this issue occurs, one can send the same CMD again until operation is successful. WorkaroundsJEEHEHRECONSTRUCT: The FEC should use the DDR for its buffer.	11403
Cortex-A8	NXP		: There is a possibility of an extra pulse on SCLK in the GPT when switching between the clock sources. DescriptionJEEHEHRECONSTRUCT: Due to an issue with ALU precision, several features of the GPU2D hardware incur accumulation of errors, which can result in visual artifacts. This can affect gradient rendering for certain step values and image transformation for larger render target sizes. Projected ImpactJEEHEHRECONSTRUCT: The bug can produce an incorrect counter increment in the GPT when switching between the clock sources. Projected ImpactJEEHEHRECONSTRUCT: The issue can cause artifacts in gradient rendering for certain step values and image transformation for larger render target sizes.	: Changing the clock source should only be done when the GPT is disabled. A way to accomplished this is as follows: 1. Disable GPTâWrite 1'b0 to EN bit of GPTCR 2. Disable interruptsâWrite 6'b000000 in Bits [5:0] of GPTIR 3. Configure Output Mode to unconnected/ disconnectedâWrite zeros in OM3, OM2, OM1 in GPTCR 4. Disable Input Capture ModesâWrite zeros in IM1,IM2 in GPTCR12SPACEJEEHEH5. Change clock source CLKSRC in GPTCR 6. Clear Status registerâWrite 003F in GPTSR12SPACEJEEHEH7. Set ENMOD in GPTCR 8. ENABLE GPTâWrite 1'b1 to EN bit of GPTCR. The GPTSR should not be read immediately after changing the clock source (a wait of at least one SCLK is required). WorkaroundsJEEHEHRECONSTRUCT: This issue will be fixed in the software driver libraries resolving the visual artifacts. There is no customer-side workaround for earlier driver versions.	07200 ENGcm07200 GPT: Possibility of additional pulse on src_clk when switching between clock sources
Cortex-A8	NXP		: When HS-I2C is configured for 7-bit address master mode operation, and the slave does not acknowledge the address, the HS-I2C starts generating high frequency clocks on the SCL line. This bug is only applicable to certain addresses, as follows: 00_00001âThis combination is reserved for CBUS operation. 01_00001âIssue address 10_00001âIssue address 11_00001â Issue address There is no issue with other addresses. DescriptionJEEHEHRECONSTRUCT: When writing the WA(0x15) in the FIFO (HITDR), the bit TDE remains asserted, the write in the FIFO is not detected. Projected ImpactJEEHEHRECONSTRUCT: The impact of this bug is minor (loss of 3 addresses out of 127) and it is unlikely that amount of devices that are attached to the HS-I2C bus in an actual application reaches that number. NOTE This erratum only applies to the HS-I2C module and not to the two standard 2 I C modules. Projected ImpactJEEHEHRECONSTRUCT: During data transfers the device address is sent twice (instead of the address + WA). but, if the FIFO is written a second time just after the first FIFO write, the TDE is cleared and the read works as expected. NOTE This erratum only applies to the HS-I2C module and not to the two standard I2C modules.	: The workaround is to ensure that the above addresses are not used while configuring the hardware on the board. WorkaroundsJEEHEHRECONSTRUCT: There are two software workarounds, as follows: â¢ Replace the simple write in FIFO register with the following code: while(MEM_GET_BITS16(HSI2C_HISR, BIT1)!=0) {MEM_WRITE16(HSI2C_HITDR, *data) â¢ Generate the start signal only after filling both HIMADR and HITDR with data. This workaround is under review.	09194 ENGcm09194 HS-I2C: Address Issue
Cortex-A8	NXP		: In HS-I2C, the purpose of the HICR[AUTO_RSTA] bit is to generate a repeat start when NOACK is received in Master mode Tx operation with FIFO enabled or FIFO and DMA enabled mode. When the HICR[AUTO_RSTA] (AUTO repeat start generation) bit is set and NOACK is received in address phase. The HS-I2C is not generating the repeat start. DescriptionJEEHEHRECONSTRUCT: If the slave device uses clock stretching to delay the HS-I2C controller after every byte is sent, the i.MX51 waits for the clock to go high between bytes but does not wait between the final byte and the STOP signal. Because of this, no valid STOP signal is seen on the bus. In other words, the use of HIRDCR automatically generates a stop condition on the data bus (HIRDCR[RDC_RSTA] = 0) after the final byte of data is received regardless of whether the slave is in a condition to accept it. If the slave device holds the clock low (clock stretch) after the final byte of data is transferred, the slave never receives the immediate STOP condition from the i.MX51. Projected ImpactJEEHEHRECONSTRUCT: The auto-restart feature does not work. NOTE This erratum only applies to the HS-I2C module and not to the two standard I2C modules. Projected ImpactJEEHEHRECONSTRUCT: TBD NOTE This erratum only applies to the HS-I2C module and not to the two standard I2C modules.	: Use the HICR[RSTA] bit for repeat start. There is a NOACK status (HISR[RXAK]) bit. The corresponding interrupt should always be enabled and AUTO_RSTA should be disabled. WorkaroundsJEEHEHRECONSTRUCT: The workaround is to use the GPIO alternate input to the I2C1_CLK pad to detect when the external device has released the clock and only after sending the STOP signal.	07892 ENGcm07892 HS-I2C: Auto Restart not working
Cortex-A8	NXP		: The HICR[HIIEN] bit that should operate as a interrupt enable bit, does not mask the interrupts. DescriptionJEEHEHRECONSTRUCT: Read after write from an external device fails randomly Projected ImpactJEEHEHRECONSTRUCT: The HICR[HIIEN] bit does not work. Projected ImpactJEEHEHRECONSTRUCT: The first data is not written before START condition therefore the Read after write from an external device fails randomly NOTE This erratum only applies to the HS-I2C module and not to the two standard I2C modules.	: Use the individual interrupt mask bits of the status register in the Interrupt Mask Register (HIIMR) or disable them in TZIC. NOTE This erratum only applies to the HS-I2C module and not to the two standard I2C modules. WorkaroundsJEEHEHRECONSTRUCT: See â7-Bit/10-Bit Address Master Transmitâ section of the âHigh Speed Inter IC (HS_I2C)â chapter in the i.MX51 Applications Processor Reference Manual (MCIMX51RM). Item 6 in the section reads: âWrite one Byte of DATA to be transmitted to the Tx Data Register (HITDR).â Before the Start condition, data must be written to HITDR and the second data has to be written to HITDR after the ADDRESS phase of Byte Transfer Done (BTD). Going forward, Data must be written to the HITDR in advance before the BTD of previous data has been issued.	07894 ENGcm07894 HS-I2C: HICR[HIIEN] bit does not mask the interrupts
